,host_id,host_about,host_response_time,host_response_rate,host_is_superhost,host_verifications,calculated_host_listings_count,host_identity_verified,host_has_profile_pic
906,26661656,"I live in the city center of Athens for more than 13 years now, I have studied English language in UK, and one thing I know for sure,is that the only way to get rich while spending money is when traveling the world! I am a member of a basketball team in low divisions here in Athens,i surf and snowboard with every chance i get (although time is an issue), i've been told I am very hospitable, but this is up to you to decide!! I think Greek cuisine along with the Spanish are two of the top cuisines worldwide, but I could never, never say no to a taco! If you decide to come to Greece, there are two things you should definitely try! Drink raki and go see a movie in an open air cinema!!",a few days or more,0%,f,"['email', 'phone', 'reviews']",1,f,t
907,24336038,I am an architect engineer set out to achieve difficult tasks and goals with an innovative spirit as well as strategic thinking. Love to travel to do sports to go out with friends and enjoy life,within an hour,100%,t,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",6,t,t
908,5739534,"Sailing greek waters, travelling abroad, meeting nice people.",within a day,100%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,t,t
909,46292213,"Hello my name is George , i am lawyer , i live in Kifisia and i am looking forward to meeting you and showing you around ! :)",a few days or more,0%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
910,177099472,,,,f,"['email', 'phone']",1,f,t
912,74823061,"My name is Eftihia (Eftehea), from the words 'ef' and 'tihi' (tehe) which mean 'good' and 'luck' in ancient greek. My name is also a noun. In modern greek the word eftihia means happiness. For ancient greeks happy was the fortunate one. Nowdays happy is the joyful one. My name is quite a heavy thing to go by everyday, as it means something so great and simple (but veeeery complicated too..), that it is sometimes a real struggle to deliver its meaning and idea and project in in your life. And other's lives around you.

My parents origins are from the Peloponese and Zakynthos (Ionian Island). But I grew up in the wider terretory of Attica Prefecture, in particular in 2 suberbs of Athens- Marousi and Kifisia.

My profession is acting and as that started as a career (B.C. - before Crisis!!!) but has practically ended up a practical hobby (A.C.- after Crisis..), I am trying to reinvent myself and my life and scetch a 'plan B'..

Whatever that will occur to be, my true passion is walking barefoot on sharp rocks of isolated greek islands. If I was from India I think they would say I used to be a wild goat in a previous life. My technique in this strange extreme sport is really something to admire. I love walking in general, I like nature and even though I am definately a child of the city, my soul meets its 'core' when away from it. It is like the purity of my existence absolutely relates to the inviroment I find myself in. The landscape of a mountain or a beach or a lake or a river automatically turns me into a better person. My effort has always been to manage to carry that person with me even in the packed and trafficy Streets and Avenues of Athens.

My favourite time of the day in the area I leave in (where my house that welcomes airbnb guests is located) is between 2-6 in the morning. When the city sleeps one is able to 'pick up' and fully absorb this area's true energy. When crowded it is just another touristic place with great historical interest. But its healing effect one can only get when it is (Website hidden by Airbnb) and (Website hidden by Airbnb) l.. At times of grief, pressure or distress I found that walking (AND jogging too!) around in that neighbourhood at these hours of the day was very therapeutic.

Sharing your house with people you don't know (and- at circummstances- you might actually never even meet!!!) became possible thanks to this whole airbnb notion that you created. It is a beautiful chain that connects people who wanted more- out of traveling- than a regular hotel or rudimantary furnished/equipped apartments. That chain allows travellers to make a 'subtour'  in their tour, experience how a person from a different country and culture lives. Like a quick whimsy eavesdropping or innocent peeping that might 'salt or sweeten up' the first and last moments of ones journey to a foreign place. 

So.. Long live the AirBnB!",within an hour,100%,t,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",2,t,t
913,75034028,"I love Athens. A city full of misunderstandings and surprises! We have degrees in Archaeology and in Balkan Studies  We 're living together with my brothers and sister, and we adore to share our experiences of living in a such a fascinate city with our hosts! ",within a few hours,100%,t,"['email', 'phone', 'reviews']",1,f,t
914,203436562,,,,f,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",2,f,t
915,75139781,"Hi ! Im Chris! I 'm the owner of 9 apartments in the centre (Email hidden by Airbnb) and my team  love the city we live and had a vision to create Hellenic Houses with artistry and show the traditional Greek Hospitality to friends from every part of the world.You are all welcome and we are ready to accommodate you in our five clean and cosy  Hellenic Houses in order  to experience the way of our life, staying in Athens.
Hellenic Houses are located on the Aiolou Street, a pedestrian street with street vendors, musicians, shops and cuisine from all parts of the world. We want to introduce you to graphic small alleys, taverns with unique Greek flavors, multicultural bars and help you navigate seamlessly the archaeological sites, museums and ancient Athens.

",,,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",9,t,t
917,75162196,,within an hour,100%,t,"['email', 'phone', 'facebook', 'reviews']",1,f,t
918,14165090,"Well, I am definetely a summer person. I love animals and elderly people. I try to be around beauty and colours! Hence, I believe in maximalisation! I studied archaeology and musems, I work as a high school teacher and as a tour guide in Athens and the Cycladic islands. I love my job but I always long for the summer!",within an hour,100%,t,"['email', 'phone', 'reviews']",1,t,t
919,75210898,"I am a photographer and a musician (or the other way round) and I have also been a member of the Ionian University teaching staff, as well as a member of Attica Region's press office. Things I like the most in life are interesting music, tasty food, thought-provoking conversations, taking time off and more time off,  and I enjoy the opportunity to have an everyday gaze at the sea and meeting people who like to do good.",within a day,100%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,t,t
920,75225426,,,,f,['email'],1,f,t
925,30762536,"Welcome friends!!
I am a Health Economist specializing in Hospital Management.
Ι am a very hospitable, polite and friendly guy and i enjoy meeting new people.

I will try to make your stay in Athens as smooth and enjoyable as possible and make sure you will choose me again as your host in your next visit :)

Go ahead, message me with any inquiry, question, confusion, or just the song that is stuck in your head since this morning. Ill try to find a solution about it!

So many good reviews cant lie :)
Cant wait to welcome you to my hometown!


See you soon!

Harry.
",within an hour,97%,f,"['email', 'phone', 'facebook', 'google', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",3,t,t
926,75537034,"I am george-konstantinos malekakis 
Fashion photographer native greek . I am very well known of athens and i love to take pictures of the (Website hidden by Airbnb) i choose this special apartment that i can see the whole athens ... it is very comfy easy living apartment with a good vibe ... small but is got all you need to enjoy your staying in athens",,,f,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id']",1,t,t
927,20431645,,,,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,t,t
928,75567957,,within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,t,t
929,36706129,"Hey!  We're Boris & Yana, a fun couple who enjoy hosting family and friends in our cozy apartment. We love to travel, so we would love to lend the comforts of home to those who are also looking to travel to one of the best cities in the world.  We are new to Airbnb, please feel free to ask any questions... what's cool, if something's missing, etc. 
Let us share our hospitality with Airbnb guests from all over the world.
HAVE FUN! :)
",within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",4,t,t
931,6133190,,,,f,['phone'],1,f,t
932,39890366,"Hi we are an English couple living and working in Athens. We are friendly,sociable, aproachable  and willing to help in any way. We hope you enjoy your stay at our studio!!!!",within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,t,t
933,9298042,(Website hidden by Airbnb),within a few hours,100%,f,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id']",1,t,t
934,17339247,"I am a clinical psychologist and work in the same building, so I am around a few hours every day. I could help you (not as a psychologist... ) as a host with anything you need concerning the apartment and any info you need about Athens. It will be my pleasure to do so.
I travel a lot especially to USA. I love my work and consider it a blessing to do the work I love.",within an hour,100%,t,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id']",1,t,t
935,39145247,"I live and work in the historical center of Athens, the city I was born and raised. I use airbnb for myself as well as guest and I will be happy to host and help you with everything you will need for a pleasant stay. I speak english, greek and french. ",within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,t,t
937,29212051,"I study mathematics and I play professionaly classical guitar. Moreover  I  occupy with contemporary dance.  I like reading books  and make handmade little things. I enjoy  traveling a lot and  my favourites destination are Paris , Barcelona  and others.I love to be Airbnb host!!",within a few hours,100%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
938,75211014,"I was born in Athens and I really love this amazing city. 
I love meeting travelers from all around the world and it will be my pleasure to make your visit as memorable as possible... 
I am looking forward to meeting you personally and share with you the secrets of this city!",within an hour,100%,t,"['email', 'phone', 'google', 'reviews', 'jumio']",9,t,t
939,43672200,"My name is Maria and I live in Athens, Greece. I work at an all day and night bar/ gig spae/ club in downtown Athens, Monastiraki. I love Athens and I think it is one of the most interesting places to visit! I am an Airbnb user myself and I hope to offer some amazing custom made vacations to anyone who visits Greece and especially Athens. 

I will help you have the most amazing time in Athens from visiting museums to eating the best food and enjoying the Athens' art scene and nightlife! Please do not hesitate to ask anything you need so you can enjoy Greece's capital in the best way. 

I personally love good food, music concerts, plants, art and yoga so I can definitely help you out! The most interesting place I have been to is India and my favorite European cities are London and Berlin. My happy place is the Greek Aegean islands and Crete!

Hope you have a great time!!",,,f,"['email', 'phone', 'reviews']",1,f,t
940,76066254,"Hey  :)

My name is Christopher, and I want to thank you for considering staying at my apartment during your stay in Greece. 

Whether you’re coming for work, pleasure, or visiting family, I think you’ll love my apartment and this beautiful city. 

I always enjoy meeting new people & I  will be at your disposal during your stay for any information or instruction you may need.",within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'government_id']",1,t,t
941,76955324,,within a few hours,100%,f,"['email', 'phone', 'reviews']",1,f,t
942,31788188,"Hello! We are a couple Daphne and George. I am a museologist - conservator of antiquities and works of art and George is a fashion (knitwear) designer. We love our two adorable kids, travelling all around as well as music, art, cinema and good food! Of course my super interests are archaeology and ancient greek art and history... So, visit Greece and discover your own myth!",within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,f,t
943,101053965,"My name is Maria-Varvara I am the mother of a 6 year-old girl and I work as a dentist in Athens. 
Me and my  husband like to travel a lot and meeting new people. ",,,f,"['email', 'phone']",1,f,t
944,65519171,,within an hour,100%,t,"['email', 'phone', 'reviews']",3,t,t
945,21326489,Couple loving travel and exploring the world.,within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio']",1,t,t
946,68092420,,a few days or more,0%,f,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",2,t,t
947,77457889,,within a few hours,90%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",31,t,t
949,59300637,,within a day,60%,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,t,t
950,77778426,,,,f,"['email', 'phone']",1,f,f
951,78047615,,within an hour,100%,t,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id']",1,t,t
953,19801197,,,,f,"['email', 'phone', 'reviews']",1,f,t
955,30698783,.,within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,f,t
956,78370945,,,,f,"['email', 'phone', 'facebook']",1,f,t
958,78461713,,,,f,"['email', 'phone', 'facebook']",1,f,t
959,78486992,"dear guest. 
we took care of this place  and i think it seems both, modern and friendly plus functional.  I think you will have a great time here.
I am both an active architect and architecture teacher.  I like also sports, music, painting.


",,,f,"['email', 'phone', 'facebook', 'reviews']",1,t,t
961,72842425,,,,f,"['email', 'phone', 'reviews']",2,f,t
962,73043313,I live in Athens and I like travelling. I design graphiks and do big digital prints for decoration and advertisement.,within a day,100%,f,"['email', 'phone', 'reviews']",1,f,t
963,70373209,"I am a friendly easy going person who loves interaction with people from all over the world. Through my professional experience in multinational companies and through my traveling I have gained experience from different cultures all over the world.

Hosting is a challenge for me as my aim is to prove to my guests that Greeks are hospitable and professional in what they do.

I love making handmade sweets (cakes, cookies, jams) and treat my guests upon their arrival.",within an hour,100%,t,"['email', 'phone', 'facebook', 'reviews']",1,f,t
964,78797891,"Hello, 
I'm an artist , I live in Athens, Pagrati, the new rising soul of Athens!!

",a few days or more,0%,f,"['email', 'phone', 'reviews']",1,f,t
965,76078650,,,,f,"['email', 'phone', 'facebook', 'reviews']",1,f,t
966,77926998,,within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",12,t,t
970,79041006,,a few days or more,0%,f,"['email', 'phone']",1,f,t
972,79106915,,within a day,90%,t,"['phone', 'reviews']",3,f,t
974,79221689,"Η φιλοξενία είναι για μας χαρά και παράδοση της χώρας μας. Μας ενδιαφέρει να περνούν ευχάριστες μέρες και να έχουν ωραίες αναμνήσεις οι άνθρωποι που μας επισκέπτονται απ΄όλο το κόσμο. Ταξιδεύουμε κι οι ίδιοι συχνα σε πολύ διαφορετικές χώρες, κι έχουμε γνωρίσει την νοοτροπία και τις ανάγκες πολλών λαών. Είναι χαρά μας να του έχουμε στο χώρο μας. 

This is a very important and unusual booking, in that all proceeds go directly to KID & FAMILY, a charity which provides food, medical and educational support to impoverished children and their families. We also take food to refugees in Idomeni, and now in Greece's seven largest camps, including Elliniko, Eleona etc. The furniture in the flat had been donated by the Hotel Grand Bretagne, a luxury five-star hotel in the centre of Athens. The flat itself has belongs to a local philanthropist, and has been loaned to us in support of our cause. 

Hospitality is part of the Greek way of life. There is even a Greek God dedicated to the spirit of Hospitality. Jupiter (Zeus)!  It's very important to us that our guests enjoy their time here, and leave with happy memories of their stay. We can arrange taxis to and from the airport, for which there is a fixed price of €38, prearranged with the taxi companies. We are also able to provide any help, advice or recommendations guests may require during their time in Athens.

The Kid & Family team of volunteers have travelled to many different countries and experienced many different cultures, so we are sensitive to diverse needs. We look forward to meeting you, and making you feel at home in our beautiful town!

IMPORTANT ! WE TAKE CARE OF YOU!
We created for you in the flat
1. A smal charity shop where you can buy all of your souvenirs half price from any shop in the town
2. A small mini market in our Kitchen where you can choose and buy - half price from any other shop - many super market products needed to cook, to wash your clothes, as well as body & face care products
All proceeds go directly to KID & FAMILY' s efforts to support Kids & Families in need living in Greece (Greek & Refugee Families)",,,t,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",3,t,t
975,79298897,,,,f,"['email', 'phone', 'reviews']",1,f,t
976,79469017,"Hi to all,
My name is Konstantinos and i love travelling and meeting new persons,
i am already host to another space in Athens for the last 2 years,
this one:https://www.airbnb.gr/rooms/4440310
from here i think you can check easily through the reviews how much i love hosting,meeting and trying to give my best so my guests spend a wonderful time in Athens..
My guests get my full attention and respect..",within an hour,75%,f,"['email', 'phone', 'google', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",1,t,t
978,79665624,"I was born in Athens and studied Architecture in Athens. My hobby is photography.
I have leaved with my husband abroad for many years and we have friends in many countries. 



",within a day,100%,f,"['email', 'phone', 'facebook', 'reviews']",2,t,t
979,79688066,,within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",3,t,t
980,77478008,"I'm a mathematician, economist and actor. I love reading, travelling and learning. In the past I used to travel a lot, now I ""travel"" through the stories of my visitors. In summertime I think that Athens and the islands are the best places to go. I enjoy very much showing my city to visitors, 'secret' places in the center -away from the turistic trend- where we locals go to enjoy music, drink wine, beer or raki.
You can come very easily to my place, using WelcomePickups, by clicking here: (Website hidden by Airbnb) 
",within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",3,t,t
981,79957241,"Hello from Athens,
My name is Alexandra and I am working on hospitality industry for almost 30 years. I am graduate from Hotel School of Lausanne and currently I am property manager for Kythira Properties. I own this appartment and I started now to rent it on airbnb. I hope you will enjoy your stay.
",,,f,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",2,t,t
982,80079186,"Like running, cycling, swimming, watching movies, playing boardgames with friends & kids, travelling with a purpose or not...
I NEVER postpone something for tomorrow if i can do today!",within a few hours,100%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,t,t
983,58570467,Λατρευω τα ταξιδια.,within an hour,100%,t,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id']",1,t,t
984,80237575,,,,f,['phone'],1,f,t
985,80287160,"We are a couple with a child  living in the same building, one floor down. We love hosting, cooking, gardening and being in nature.",within an hour,100%,f,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id', 'work_email']",1,t,t
987,22042619,Well hi there travelers! I am glad to be a part of huge airbnb community for more than 7 years and happy to host any of you in a very special city of Athens :) ,,,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",5,f,t
988,80426191,,a few days or more,0%,f,"['email', 'phone', 'reviews', 'work_email']",1,f,t
990,73904925,I am a Superhost! ,within an hour,100%,t,"['email', 'phone', 'reviews']",1,f,t
991,80544988,"Alexia: Hi! I am 39 years old, civil engineer with a MSc on water resources management and a PhD student on floods modelling with remote sensing. I am an activist for human rights and peace, a feminist and a vegetarian.
Efstathia: Hi! I'm Alexia's mother, 66 years old, retired professor of physics & chemistry, and a traditional Greek mother with 3 children. 
We are both looking forward to welcoming you and offering the best Greek filoxenia ever! :)",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,t,t
993,80697320,"Hospitable, cordial, kind, easy going, considerate, attentive and caring. Having travelled myself quite a lot, I perceive and feel better traveller’s needs. Being with us in Athens, you will have the chance to get all-important information and elucidative clues about Athens from insiders to help making your stay exciting and awesome. 

In case you visit our villa in the Aegean island of Kea –that is just 3 hours away from Athens- it becomes vital to provide you with every single clue and guidance to discover all hidden beauties of Kea island. 

The more we travel, the more we realize that there are always much more to see in every single place! Real traveling means to feel the pulse of the city and the warmth of the people, to enjoy the beauties of the landscape, to comprehend and feel the history. Being in close contact with the locals, you somehow become an insider! Only then, you start ""sensing"" the reality and the secrets of the place that you visit, enjoying a worthwhile, pleasurable and exciting time!
",,,t,"['email', 'phone', 'reviews']",1,f,t
994,39058793,,a few days or more,0%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,t,t
995,70742986,,,,f,"['email', 'phone', 'reviews']",2,f,t
996,80753088,,,,f,"['email', 'phone', 'facebook']",1,f,t
998,80838034,,within an hour,100%,t,"['email', 'phone', 'reviews']",1,f,t
999,5812102,"Anastasia and Nora are your hostesses.

We are a mother and daughter who live in Athens, Greece and rent out one part of our house occasionally, to guests who come from all over the world. 
The shared garden in the back of our house serves as a relaxing place for our family and guests. It is a place where we meet and get to know each other!

Anastasia
I am a painter. You will see some of my art in the house you will be renting. 
Let me know if you want to see more of my art!

Nora
Greek & Kiwi. Very bubbly and chatty. Love meeting new people and always interested in learning something new and pushing boundaries. 

I am a fashion designer, actor and jazz singer. I love gardening, making ceramics, swimming, dancing, reading books and watching films (especially in Athenian open air cinemas!). 

I am working towards living more sustainably by reducing my waste and choosing clothes and items that I know will endure and that I will love and cherish for a long time! I take hosting very seriously as I believe that what makes your travels most memorable is the people you meet along the way! I want to make sure that our guests feel safe and at home while making the most of their visit to my beloved homecity.",within an hour,100%,t,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id']",1,t,t
1000,70896826,"Hi I'm Pantelis!
 
I was born and raised in Athens, I own a shop in Plaka, the historical neighbourhood of Athens,  and Ι would love to help you explore our magnificent city. I'm married and father of 2 wonderful children. I love sailing, fishing and traveling around the Greek islands.
 

",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,t,t
1001,72068705,"Hello, I am Helena, owner of Athenian Flats.
I live in Athens and I love traveling and discovering new places in Greece and abroad when I have the opportunity. I like crafting, reading and yoga, and I spend my leisure with friends, going to the movies, or having a drink. 
I love to meet new people from all around the world, so I tried to take care of all amenities in Athenian Flats, so as to provide my guests a warm, friendly and comfortable stay. I hope you will enjoy it!",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",2,t,t
1003,81478500,"Part of the Modernism movement and Art Nouveau, The Koukaki Residence abounds in breath taking design elements that will definitely conquer your heart! From the monumental entrance, to the signature stairway which is a work of art of its own, all reflect the nobility of the Greek Bourgeois family who lived in this building at the beginning of the century. All the above encircle the Secret Garden in the middle, which is the Koukaki Residence's best kept secret. ",within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",7,t,t
1004,81573961,,within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
1005,81589973,,,,f,"['email', 'phone', 'facebook', 'jumio', 'government_id']",1,t,t
1006,9281903,,a few days or more,0%,f,"['email', 'phone', 'reviews']",1,f,t
1007,46909193,I'm an architect and I like sunny houses with a nice view and I am Lefteris his son a doctor who also likes really likes sunny houses,within an hour,100%,f,"['email', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,t,t
1008,65341135,"Hello! I am Lito, the host of “Plaka’s heArt”. I travel a lot myself, so I am very happy to host people from all over the world in my small flat, which I have looked after with great care. I teach Greek literature, but in my spare time I am always an eager student, taking lessons in theatre, the flute, yoga and photography. However, I never forget the small joys of life, such as a glass of wine by the sea or a meal at a small Greek taverna in the company of good friends.

Hello! I am Yiannis and I am helping Lito with Plaka's heArt. I really enjoy communicating with the guests before their arrival, welcoming and meeting all these people from all over the world, and offering them tips and recommendations for spending a great time in Athens. I like doing many things, but most of all I am interested in the theatre, that's why I participate in two theatrical groups, both as an actor and as a teacher.",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,t,t
1009,72297371,"I'm an MA economist graduate who born and lives in Athens. I’m also pilot and I’m travelling all over the world.
I would be very happy to host you and provide you info for things you may like to do in the city or elsewhere! Please do not hesitate to contact me directly. :)
",within a few hours,100%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
1013,30825029,,,,f,"['email', 'phone', 'facebook', 'reviews']",2,f,t
1015,64296406,"We prefer to let our guest reviews talk for us. 

We love hosting with Airbnb and we are happy seeing our effort creating a positive impact on our guests overall experience. ",within an hour,100%,t,"['email', 'phone', 'reviews']",1,f,t
1022,19165645,,within an hour,100%,t,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,t,t
1023,82505856,,,,f,"['email', 'phone']",1,f,t
1024,73490175,"We are from Crete, the beautyfull greek island. We are a group of Architects & Engineers and we want to make every our place pleasant for any guest.",within a day,67%,f,"['email', 'phone', 'reviews']",1,f,f
1027,83058146,"Born and raised in Athens, booklover, runner, downtown flâneur",within a few hours,100%,t,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
1029,83261475,,,,f,"['email', 'phone']",1,f,t
1031,13387084,,,,f,"['email', 'phone', 'facebook']",1,f,t
1032,82825964,"Despite the fact that I am a mathematician I like very much to communicate with people. That's why I chose to become a member of Airbnb family. So, I am looking forward to show you every hidden spot of Athens, this magnificent city, which combines the ancient momuments with a quite exciting modern way of life....",within an hour,100%,f,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
1034,81889338,"I'm a happy welcoming lady! I love animals, books and trips. As a pure Greek girl I love good food and friends!",a few days or more,22%,f,"['phone', 'reviews']",1,f,t
1036,9500425,"As a traveller myself, i want to give you all the information for the best sights to visit in Athens, the top spots for traditional Greek cuisine, and the hidden gems in both the popular and lesser known Greek islands.I look forward to hosting you and giving you a reason to visit again!
",,,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,t,t
1037,49725689,,,,f,"['email', 'phone']",1,f,t
1038,83864516,"Γεια και χαρά, ειμαστε ο Κώστας και η ´Ελενα!
Ειμαστε οικοδεσπότες σε διαμέρισμα στην Αθήνα και χαιρόμαστε πολυ να φιλοξενούμε ανθρωπους απο ολο τον κόσμο! 
Αγαπαμε πολυ τα ταξίδια, τη θάλασσα, το βουνό, τα βιβλια, τα επιτραπεζια, τη γιογκα και την προσωπική εξέλιξη ",,,f,"['email', 'phone', 'facebook', 'reviews', 'work_email']",1,f,t
1039,58822279,"It’s MY HOUSE where my mother and father lived for years, so it has the aura of my family (and some pictures of our life). Yes, we have constantly hot water, because we used to have a bath, sometimes, you know, A/C in all the rooms, because my mother hated heavy clothes, cable TV because we were always “citizens of earth” and fire extinguishers simply because I am very precautious. We don’t smoke, besides all our visitors always preferred to smoke in our two magnificent, fully flowered verandas. From all the houses of the family I chose this as my residence, because it is located in the center of Athens,and next to the courts (I’m a lawyer, by the way). More specificly I' m a laywer, ""citizen of earth"", crazy about trips everywhere, very social, known for my hospitality to my friends. I love pets and children. 
As a family, we belong to the “international greeks”, so the spoken languages are: English, French, Italian, Spanish, Portuguese and Portuguese BRAS. Personally I speak English, French and Italian.",within a few hours,100%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",2,t,t
1040,70623991,,,,f,"['email', 'phone']",1,f,t
1041,13199786,"""Live to travel"" 
I am yoga instructor who loves to travel and explore the world, come visit Athens and I will make sure you get all the inside info you will require to have a great time.
",within an hour,100%,t,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",2,t,t
1042,84296491,,,,f,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",3,t,t
1043,67315477,As a traveller I want every traveller to feel comfortable and enjoy his journey!,within a day,100%,f,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",1,t,t
1045,58873377,,within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,f,t
1046,84555735,,within a few hours,90%,f,"['email', 'phone', 'reviews']",1,f,t
1047,84621392,"I am a Civil Engineer and beautiful  functional buildings constructed with respect to the environment are my choice.
I adore summer, sea, endless blue skies, sun, good friends, fine dining, learning new things and  enjoying every minute of my life.
I will meet you personally upon your arrival  and help you with anything you may need during your stay.
My aim is to create unforgettable memories to my guests.

Experienced associates of ours, will be happy to offer upon request:

Sightseeing custom tours, airport transfers, winery visits & degustations, sailing tours, trekking tours, real volcano crater visits, customized children’s days and a lot of tips and advice to make your vacation unforgettable!

Please inquire and we will be happy to be of service!",within a few hours,90%,t,"['email', 'phone', 'reviews']",1,t,t
1048,83529380,"Hi, I am Fotini and I will be delighted to be your host! I know my city very well and I can help you with many tips about Athens... ",within an hour,100%,t,"['email', 'phone', 'google', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",1,t,t
1050,51040671,,within a day,100%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,t,t
1052,25610869,"I am a young student living in Athens and always looking for a job or a cool project trying to serve any communication needs. Passionate about travelling, music, chocolate, coffee, art. Love exploring new places and meeting new people.
Airbnb is an opportunity to meet new people from all over the world & supplement my low income. I am trying to be able to pay my bills and utility costs and do some travelling :-)",,,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,t,t
1053,84780354,"American by birth, Greek by ancestry and religion, a cook, traveler and friend, I love the exotic but found this penthouse near friends and really like everything about it, so I bought it with an eye to retiring there in a few years.

There is a Greek word, ""filoxenia"", which means, roughly, ""friendship to strangers"".  Every Greek has this concept genetically linked by the mitochondria:  Mama always taught us to be nice to people.  Greeks will, sometimes grumbling all the way, drive miles out of their way at rush hour, knowing they will be late for work because a stranger asks where the airport is.

My motto, learned from a professor in college, is ""Good enough isn't"".",within a few hours,100%,f,"['email', 'phone', 'reviews', 'kba']",1,t,t
1054,84841254,,,,f,"['email', 'phone', 'facebook']",1,f,t
1055,82006892,,within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,t,t
1056,85057441,,within a few hours,100%,f,"['email', 'phone', 'reviews']",1,f,t
1057,85083011,,within an hour,100%,t,"['email', 'phone', 'reviews']",1,f,t
1058,55504901,,,,t,"['email', 'phone', 'facebook', 'reviews']",1,f,t
